id,name,height,weight,type,description,image,hp,attack,defense,special-attack,special-defense,speed
547,Whimsicott,7,66,"['Grass', 'Fairy']","Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",Whimsicott.png,60,67,85,77,75,116
548,Petilil,5,66,['Grass'],The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,Petilil.png,45,35,50,70,50,30
549,Lilligant,11,163,['Grass'],Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,Lilligant.png,70,60,75,110,75,90
550,Basculin-red-striped,10,180,['Water'],"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile.",Basculin-red-striped.png,70,92,65,80,55,98
551,Sandile,7,152,"['Ground', 'Dark']",They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,Sandile.png,50,72,35,35,35,65
552,Krokorok,10,334,"['Ground', 'Dark']",They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,Krokorok.png,60,82,45,45,45,74
553,Krookodile,15,963,"['Ground', 'Dark']","They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",Krookodile.png,95,117,80,65,70,92
554,Darumaka,6,375,['Fire'],"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.",Darumaka.png,70,90,45,15,45,50
555,Darmanitan-standard,13,929,['Fire'],"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.",Darmanitan-standard.png,105,140,55,30,55,95
556,Maractus,10,280,['Grass'],It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,Maractus.png,75,86,67,106,67,60
557,Dwebble,3,145,"['Bug', 'Rock']",This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,Dwebble.png,50,65,85,35,35,55
558,Crustle,14,2000,"['Bug', 'Rock']","Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",Crustle.png,70,105,125,65,75,45
559,Scraggy,6,118,"['Dark', 'Fighting']","Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.",Scraggy.png,50,75,70,35,70,48
560,Scrafty,11,300,"['Dark', 'Fighting']",Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,Scrafty.png,65,90,115,45,115,58
561,Sigilyph,14,140,"['Psychic', 'Flying']","They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.",Sigilyph.png,72,58,80,103,80,97
562,Yamask,5,15,['Ghost'],Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,Yamask.png,38,30,85,55,65,30
563,Cofagrigus,17,765,['Ghost'],It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,Cofagrigus.png,58,50,145,95,105,30
564,Tirtouga,7,165,"['Water', 'Rock']","Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",Tirtouga.png,54,78,103,53,45,22
565,Carracosta,12,810,"['Water', 'Rock']",They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,Carracosta.png,74,108,133,83,65,32
566,Archen,5,95,"['Rock', 'Flying']","Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",Archen.png,55,112,45,74,45,70
567,Archeops,14,320,"['Rock', 'Flying']","They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",Archeops.png,75,140,65,112,65,110
568,Trubbish,6,310,['Poison'],Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,Trubbish.png,50,50,62,40,62,65
569,Garbodor,19,1073,['Poison'],It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,Garbodor.png,80,95,82,60,82,75
570,Zorua,7,125,['Dark'],"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",Zorua.png,40,65,40,80,40,65
571,Zoroark,16,811,['Dark'],Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,Zoroark.png,60,105,60,120,60,105
572,Minccino,4,58,['Normal'],"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.",Minccino.png,55,50,40,40,40,75
573,Cinccino,5,75,['Normal'],Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,Cinccino.png,75,95,60,65,60,115
574,Gothita,4,58,['Psychic'],Their ribbonlike feelers increase their psychic power. They are always staring at something.,Gothita.png,45,30,50,55,65,45
575,Gothorita,7,180,['Psychic'],They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,Gothorita.png,60,45,70,75,85,55
576,Gothitelle,15,440,['Psychic'],Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,Gothitelle.png,70,55,95,95,110,65
577,Solosis,3,10,['Psychic'],They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,Solosis.png,45,30,40,105,50,20
578,Duosion,6,80,['Psychic'],"Since they have two divided brains, at times they suddenly try to take two different actions at once.",Duosion.png,65,40,50,125,60,30
579,Reuniclus,10,201,['Psychic'],"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",Reuniclus.png,110,65,75,125,85,30
580,Ducklett,5,55,"['Water', 'Flying']",These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,Ducklett.png,62,44,50,44,50,55
581,Swanna,13,242,"['Water', 'Flying']",Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,Swanna.png,75,87,63,87,63,98
582,Vanillite,4,57,['Ice'],The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,Vanillite.png,36,50,50,65,60,44
583,Vanillish,11,410,['Ice'],"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",Vanillish.png,51,65,65,80,75,59
584,Vanilluxe,13,575,['Ice'],"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.",Vanilluxe.png,71,95,85,110,95,79
585,Deerling,6,195,"['Normal', 'Grass']","The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.",Deerling.png,60,60,50,40,50,75
586,Sawsbuck,19,925,"['Normal', 'Grass']",They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,Sawsbuck.png,80,100,70,60,70,95
587,Emolga,4,50,"['Electric', 'Flying']",The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,Emolga.png,55,75,60,75,60,103
588,Karrablast,5,59,['Bug'],These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,Karrablast.png,50,75,45,40,45,60
589,Escavalier,10,330,"['Bug', 'Steel']","They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.",Escavalier.png,70,135,105,60,105,20
590,Foongus,2,10,"['Grass', 'Poison']","It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.",Foongus.png,69,55,45,55,55,15
591,Amoonguss,6,105,"['Grass', 'Poison']","It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.",Amoonguss.png,114,85,70,85,80,30
592,Frillish,12,330,"['Water', 'Ghost']","With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.",Frillish.png,55,40,50,65,85,40
593,Jellicent,22,1350,"['Water', 'Ghost']","The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",Jellicent.png,100,60,70,85,105,60
594,Alomomola,12,316,['Water'],The special membrane enveloping Alomomola has the ability to heal wounds.,Alomomola.png,165,75,80,40,45,65
595,Joltik,1,6,"['Bug', 'Electric']",Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,Joltik.png,50,47,50,57,50,65
596,Galvantula,8,143,"['Bug', 'Electric']","When attacked, they create an electric barrier by spitting out many electrically charged threads.",Galvantula.png,70,77,60,97,60,108
597,Ferroseed,6,188,"['Grass', 'Steel']","When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",Ferroseed.png,44,50,91,24,86,10
598,Ferrothorn,10,1100,"['Grass', 'Steel']",It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,Ferrothorn.png,74,94,131,54,116,20
599,Klink,3,210,['Steel'],The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,Klink.png,40,55,70,45,60,30
600,Klang,6,510,['Steel'],"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.",Klang.png,60,80,95,70,85,50
601,Klinklang,6,810,['Steel'],The gear with the red core is rotated at high speed for a rapid energy charge.,Klinklang.png,60,100,115,70,85,90
602,Tynamo,2,3,['Electric'],"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",Tynamo.png,35,55,40,45,40,60
603,Eelektrik,12,220,['Electric'],They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,Eelektrik.png,65,85,70,75,70,40
604,Eelektross,21,805,['Electric'],They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,Eelektross.png,85,115,80,105,80,50
605,Elgyem,5,90,['Psychic'],"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.",Elgyem.png,55,55,55,85,55,30
606,Beheeyem,10,345,['Psychic'],"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.",Beheeyem.png,75,75,75,125,95,40
607,Litwick,3,31,"['Ghost', 'Fire']","Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",Litwick.png,50,30,55,65,55,20
608,Lampent,6,130,"['Ghost', 'Fire']","This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.",Lampent.png,60,40,60,95,60,55
609,Chandelure,10,343,"['Ghost', 'Fire']","It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.",Chandelure.png,60,55,90,145,90,80
610,Axew,6,180,['Dragon'],They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,Axew.png,46,87,60,30,40,57
611,Fraxure,10,360,['Dragon'],"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.",Fraxure.png,66,117,70,40,50,67
612,Haxorus,18,1055,['Dragon'],They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,Haxorus.png,76,147,90,60,70,97
613,Cubchoo,5,85,['Ice'],"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",Cubchoo.png,55,70,40,60,40,40
614,Beartic,26,2600,['Ice'],"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",Beartic.png,95,130,80,70,80,50
615,Cryogonal,11,1480,['Ice'],"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",Cryogonal.png,80,50,50,95,135,105
616,Shelmet,4,77,['Bug'],"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",Shelmet.png,50,40,85,40,65,25
617,Accelgor,8,253,['Bug'],"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",Accelgor.png,80,70,40,100,60,145
618,Stunfisk,7,110,"['Ground', 'Electric']","Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",Stunfisk.png,109,66,84,81,99,32
619,Mienfoo,9,200,['Fighting'],"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",Mienfoo.png,45,85,50,55,50,65
620,Mienshao,14,355,['Fighting'],It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,Mienshao.png,65,125,60,95,60,105
621,Druddigon,16,1390,['Dragon'],"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",Druddigon.png,77,120,90,60,90,48
622,Golett,10,920,"['Ground', 'Ghost']","The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",Golett.png,59,74,50,35,50,35
623,Golurk,28,3300,"['Ground', 'Ghost']",It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,Golurk.png,89,124,80,55,80,55
624,Pawniard,5,102,"['Dark', 'Steel']","Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",Pawniard.png,45,85,70,40,40,60
625,Bisharp,16,700,"['Dark', 'Steel']","It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",Bisharp.png,65,125,100,60,70,70
626,Bouffalant,16,946,['Normal'],"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",Bouffalant.png,95,110,95,40,95,55
627,Rufflet,5,105,"['Normal', 'Flying']","They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",Rufflet.png,70,83,50,37,50,60
628,Braviary,15,410,"['Normal', 'Flying']",They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,Braviary.png,100,123,75,57,75,80
629,Vullaby,5,90,"['Dark', 'Flying']",Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,Vullaby.png,70,55,75,45,65,60
630,Mandibuzz,12,395,"['Dark', 'Flying']",It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,Mandibuzz.png,110,65,105,55,95,80
631,Heatmor,14,580,['Fire'],It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,Heatmor.png,85,97,66,105,66,65
632,Durant,3,330,"['Bug', 'Steel']","They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",Durant.png,58,109,112,48,48,109
633,Deino,8,173,"['Dark', 'Dragon']","It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",Deino.png,52,65,50,45,50,38
634,Zweilous,14,500,"['Dark', 'Dragon']","After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",Zweilous.png,72,85,70,65,70,58
635,Hydreigon,18,1600,"['Dark', 'Dragon']","This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",Hydreigon.png,92,105,90,125,90,98
636,Larvesta,11,288,"['Bug', 'Fire']","This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.",Larvesta.png,55,85,55,50,55,60
637,Volcarona,16,460,"['Bug', 'Fire']","When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",Volcarona.png,85,60,65,135,105,100
638,Cobalion,21,2500,"['Steel', 'Fighting']",This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,Cobalion.png,91,90,129,90,72,108
639,Terrakion,19,2600,"['Rock', 'Fighting']",This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,Terrakion.png,91,129,90,72,90,108
640,Virizion,20,2000,"['Grass', 'Fighting']",This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,Virizion.png,91,90,72,90,129,108
641,Tornadus-incarnate,15,630,['Flying'],The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,Tornadus-incarnate.png,79,115,70,125,80,111
642,Thundurus-incarnate,15,610,"['Electric', 'Flying']",Countless charred remains mar the landscape of places through which Thundurus has passed.,Thundurus-incarnate.png,79,115,70,125,80,111
643,Reshiram,32,3300,"['Dragon', 'Fire']","This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",Reshiram.png,100,120,100,150,120,90
644,Zekrom,29,3450,"['Dragon', 'Electric']","Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",Zekrom.png,100,150,120,120,100,90
645,Landorus-incarnate,15,680,"['Ground', 'Flying']",Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,Landorus-incarnate.png,89,125,90,115,80,101
646,Kyurem,30,3250,"['Dragon', 'Ice']","It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",Kyurem.png,125,130,90,130,90,95
647,Keldeo-ordinary,14,485,"['Water', 'Fighting']","By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",Keldeo-ordinary.png,91,72,90,129,90,108
648,Meloetta-aria,6,65,"['Normal', 'Psychic']",Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,Meloetta-aria.png,100,77,77,128,128,90
649,Genesect,15,825,"['Bug', 'Steel']","Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",Genesect.png,71,120,95,120,95,99
650,Chespin,4,90,['Grass'],"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",Chespin.png,56,61,65,48,45,38
651,Quilladin,7,290,['Grass'],It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,Quilladin.png,61,78,95,56,58,57
652,Chesnaught,16,900,"['Grass', 'Fighting']",Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,Chesnaught.png,88,107,122,74,75,64
653,Fennekin,4,94,['Fire'],"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",Fennekin.png,40,45,40,62,60,60
654,Braixen,10,145,['Fire'],"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",Braixen.png,59,59,58,90,70,73
655,Delphox,15,390,"['Fire', 'Psychic']","It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",Delphox.png,75,69,72,114,100,104
656,Froakie,3,70,['Water'],It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,Froakie.png,41,56,40,62,44,71
657,Frogadier,6,109,['Water'],"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",Frogadier.png,54,63,52,83,56,97
658,Greninja,15,400,"['Water', 'Dark']","It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",Greninja.png,72,95,67,103,71,122
659,Bunnelby,4,50,['Normal'],They use their large ears to dig burrows. They will dig the whole night through.,Bunnelby.png,38,36,38,32,36,57
660,Diggersby,10,424,"['Normal', 'Ground']","With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.",Diggersby.png,85,56,77,50,77,78
661,Fletchling,3,17,"['Normal', 'Flying']",These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,Fletchling.png,45,50,43,40,38,62
662,Fletchinder,7,160,"['Fire', 'Flying']","From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.",Fletchinder.png,62,73,55,56,52,84
663,Talonflame,12,245,"['Fire', 'Flying']","In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.",Talonflame.png,78,81,71,74,69,126
664,Scatterbug,3,25,['Bug'],"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",Scatterbug.png,38,35,40,27,25,35
665,Spewpa,3,84,['Bug'],"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.",Spewpa.png,45,22,60,27,30,29
666,Vivillon,12,170,"['Bug', 'Flying']",Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,Vivillon.png,80,52,50,90,50,89
667,Litleo,6,135,"['Fire', 'Normal']","The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.",Litleo.png,62,50,58,73,54,72
668,Pyroar,15,815,"['Fire', 'Normal']",The male with the largest mane of fire is the leader of the pride.,Pyroar.png,86,68,72,109,66,106
669,Flabebe,1,1,['Fairy'],It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,Flabebe.png,44,38,39,61,79,42
670,Floette,2,9,['Fairy'],It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,Floette.png,54,45,47,75,98,52
671,Florges,11,100,['Fairy'],"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.",Florges.png,78,65,68,112,154,75
672,Skiddo,9,310,['Grass'],"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition.",Skiddo.png,66,65,48,62,57,52
673,Gogoat,17,910,['Grass'],It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.,Gogoat.png,123,100,62,97,81,68
674,Pancham,6,80,['Fighting'],"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark.",Pancham.png,67,82,62,46,48,43
675,Pangoro,21,1360,"['Fighting', 'Dark']","Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies.",Pangoro.png,95,124,78,69,71,58
676,Furfrou,12,280,['Normal'],Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.,Furfrou.png,75,80,60,65,90,102
677,Espurr,3,35,['Psychic'],The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.,Espurr.png,62,48,54,63,60,68
678,Meowstic-male,6,85,['Psychic'],"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust.",Meowstic-male.png,74,48,76,83,81,104
679,Honedge,8,20,"['Steel', 'Ghost']",Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.,Honedge.png,45,80,100,35,37,28
680,Doublade,8,45,"['Steel', 'Ghost']","When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons.",Doublade.png,59,110,150,45,49,35
681,Aegislash-shield,17,530,"['Steel', 'Ghost']","Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon.",Aegislash-shield.png,60,50,140,50,140,60
682,Spritzee,2,5,['Fairy'],It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.,Spritzee.png,78,52,60,63,65,23
683,Aromatisse,8,155,['Fairy'],"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle.",Aromatisse.png,101,72,72,99,89,29
684,Swirlix,4,35,['Fairy'],"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy.",Swirlix.png,62,48,66,59,57,49
685,Slurpuff,8,50,['Fairy'],It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.,Slurpuff.png,82,80,86,85,75,72
686,Inkay,4,35,"['Dark', 'Psychic']",Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.,Inkay.png,53,54,53,37,46,45
687,Malamar,15,470,"['Dark', 'Psychic']","It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants.",Malamar.png,86,92,88,68,75,73
688,Binacle,5,310,"['Rock', 'Water']","Two Binacle live together on one rock. When they fight, one of them will move to a different rock.",Binacle.png,42,52,67,39,56,50
689,Barbaracle,13,960,"['Rock', 'Water']","When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle.",Barbaracle.png,72,105,115,54,86,68
690,Skrelp,5,73,"['Poison', 'Water']","Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off.",Skrelp.png,50,60,60,60,60,30
691,Dragalge,18,815,"['Poison', 'Dragon']","Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory.",Dragalge.png,65,75,90,97,123,44
692,Clauncher,5,83,['Water'],They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.,Clauncher.png,50,53,62,58,63,44
693,Clawitzer,13,353,['Water'],Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.,Clawitzer.png,71,73,88,120,89,59
694,Helioptile,5,60,"['Electric', 'Normal']","They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement.",Helioptile.png,44,38,33,61,43,70
695,Heliolisk,10,210,"['Electric', 'Normal']",They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.,Heliolisk.png,62,55,52,109,94,109
696,Tyrunt,8,260,"['Rock', 'Dragon']","This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild.",Tyrunt.png,58,89,77,45,45,48
697,Tyrantrum,25,2700,"['Rock', 'Dragon']","Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited.",Tyrantrum.png,82,121,119,69,59,71
698,Amaura,13,252,"['Rock', 'Ice']",This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.,Amaura.png,77,59,50,67,63,46
699,Aurorus,27,2250,"['Rock', 'Ice']","The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice.",Aurorus.png,123,77,72,99,92,58
700,Sylveon,10,235,['Fairy'],It sends a soothing aura from its ribbonlike feelers to calm fights.,Sylveon.png,95,65,65,110,130,60
701,Hawlucha,8,215,"['Fighting', 'Flying']","Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama.",Hawlucha.png,78,92,75,74,63,118
702,Dedenne,2,22,"['Electric', 'Fairy']","Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances.",Dedenne.png,67,58,57,81,67,101
703,Carbink,3,57,"['Rock', 'Fairy']","Born from the temperatures and pressures deep underground, it fires beams from the stone in its head.",Carbink.png,50,50,150,50,150,50
704,Goomy,3,28,['Dragon'],"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out.",Goomy.png,45,50,35,55,75,40
705,Sliggoo,8,175,['Dragon'],"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything.",Sliggoo.png,68,75,53,83,113,60
706,Goodra,20,1505,['Dragon'],"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime.",Goodra.png,90,100,70,110,150,80
707,Klefki,2,30,"['Steel', 'Fairy']",These key collectors threaten any attackers by fiercely jingling their keys at them.,Klefki.png,57,80,91,80,87,75
708,Phantump,4,70,"['Ghost', 'Grass']",These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.,Phantump.png,43,70,48,50,60,38
709,Trevenant,15,710,"['Ghost', 'Grass']","It can control trees at will. It will trap people who harm the forest, so they can never leave.",Trevenant.png,85,110,76,65,82,56
710,Pumpkaboo-average,4,50,"['Ghost', 'Grass']","The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active.",Pumpkaboo-average.png,49,66,70,44,55,51
711,Gourgeist-average,9,125,"['Ghost', 'Grass']","Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed.",Gourgeist-average.png,65,90,122,58,75,84
712,Bergmite,10,995,['Ice'],It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.,Bergmite.png,55,69,85,32,35,28
713,Avalugg,20,5050,['Ice'],Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.,Avalugg.png,95,117,184,44,46,28
714,Noibat,5,80,"['Flying', 'Dragon']","They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz.",Noibat.png,40,30,35,45,40,55
715,Noivern,15,850,"['Flying', 'Dragon']",They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.,Noivern.png,85,70,80,97,80,123
716,Xerneas,30,2150,['Fairy'],Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.,Xerneas.png,126,131,95,131,98,99
717,Yveltal,58,2030,"['Dark', 'Flying']","When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures.",Yveltal.png,126,131,95,131,98,99
718,Zygarde-50,50,3050,"['Dragon', 'Ground']","When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power.",Zygarde-50.png,108,100,121,81,95,95
719,Diancie,7,88,"['Rock', 'Fairy']","A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world.",Diancie.png,50,100,150,100,150,50
720,Hoopa,5,90,"['Psychic', 'Ghost']","This troublemaker sends anything and everything to faraway places using its loop, which can warp space.",Hoopa.png,80,110,60,150,130,70
721,Volcanion,17,1950,"['Fire', 'Water']",It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.,Volcanion.png,80,110,120,130,90,70
