pokemon1,pokemon2,move,helper
Primarina,Haxorus,"The best move is Moonblast. It OHKOs, so no worries! If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Spiritomb,"The best move is Moonblast. It OHKOs, so no worries! If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Darmanitan,"The best move to use is Hydro Pump. It OHKOs, so no worries! If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Falinks,"The best move is Moonblast. It OHKOs, so no worries! If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Bewear,"The best move to use is Moonblast. It OHKOs, so no worries! Prio and mints decide whether Primarina dies without taking damage or by taking damage. If both are +Speed Mint, then the Pokemon with priority wins. If both are non-Speed Mint, the Pokemon with priority wins. If one Pokemon is +Speed Mint, and the other Pokemon is non-Speed Mint, then the +Speed Mint Pokemon wins. If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Galarian Darmanitan,"The best move to use is Hydro Pump + Aqua Jet. Decent G-Darms tank Primarinas, so it kills. Make sure you have something in the middle faster than G-Darm or something with a priority move because G-Darm will be left with low HP. You can also choose to switch in a Golisopod if you want to save Primarina.",rahhla_coarster
Primarina,Drednaw,"The best move to use is Moonblast + Aqua Jet. Drednaw 2KOs, so you can choose to die and kill Drednaw with a faster Pokemon in the back, or you can choose to switch in a Metagross/Garchomp and kill Drednaw and save Primarina for the rest of the matchup. If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Staraptor,"The best move to use is Hydro Pump + Aqua Jet. When Staraptor uses the first Brave Bird, it dies of recoil, so Primarina wins. If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Sirfetch'd,"The best move to use is Moonblast. It OHKOs, so no worries! If you speed mint and Sirfetch'd is non-speed mint, you kill it and only take a First Impression damage. If both are speed mint, you take the damage of a Leaf Blade. If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Porygon-Z,"The best move would be Icy Wind + Hydro Pump. It kills, so no worries! If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Archeops,"The best move to use is Hydro Pump. It OHKOs, so no worries!",rahhla_coarster
Primarina,Cryogonal,"The best move to use is Hydro Pump + Aqua Jet as Cryogonal 2KOs. You can use Moonblast, and if you get a drop, you can win by Moonblast + Hydro Pump + Aqua Jet. You can also switch into Metagross/Golisopod if you want to save Primarina for the rest of the matchup. You can also let Primarina die and cover up the damage with a Pokemon with a priority move like Golisopod/Metagross.",rahhla_coarster
Primarina,Tyrantrum,"The best move to use is Moonblast. It OHKOs, so no worries! If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Rhyperior,"The best move to use is Hydro Pump. It OHKOs, so no worries! Sometimes the opponent will switch into a Golisopod/Metagross/Primarina to do a speed-reducing move, as Jolly Rhyperior outspeeds Primarina after one Hammer. So, you can switch in a Metagross/Garchomp/Golisopod to block that attempt.",rahhla_coarster
Primarina,Rillaboom,"The best move to use is to switch, as Rillaboom OHKOs without taking damage. You can switch in a Dragonite/Braviary/Unfezant to KO it.",rahhla_coarster
Primarina,Ursaluna,"The best move to use is Icy Wind, as Ursaluna might tank Timid Hydro + Aqua Jet on a Careful Mint if it has low Special Attack or other factors. If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Tauros,"The best move to use is Hydro Pump + Aqua Jet. Tauros 2KOs Primarina, so you can choose to switch in a Metagross or a Rhyperior or to cover up the damage with a priority move user like Golisopod/Dragonite/Metagross.",rahhla_coarster
Primarina,Baxcalibur,"The best move to use is two Moonblast, as Baxcalibur's moves won't damage Primarina much. If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Scream Tail,The best move to use is Hydro Pump spam. You win so no worries! Opponent might noble roar spam to debuff primarina a lot and have something in the back like Falinks to spam no retreat.,rahhla_coarster
Primarina,Gholdengo,The best move to use is two Hydro Pump. You win irrespective of mints!,rahhla_coarster
Primarina,Dondozo,"The best move to use is Moonblast spam. It 2KOs if the opponent uses double edge by recoil. It 3KOs if the opponent uses Noble Roar. If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Iron Treads,"The best move to use is Hydro Pump. It OHKOs, so no worries!",rahhla_coarster
Primarina,Iron Thorns,"The best move is to switch. Primarina dies before it gets a chance to attack, so the best option is to switch in a Ground-type like Garchomp/Iron Treads/Sandy Shocks.",rahhla_coarster
Primarina,Sandy Shocks,"The best move to use is Hydro Pump. It OHKOs, as long as Zap Cannon doesn't hit. If Zap Cannon hits, you die. So, if you want to confirm the win, you can switch into something like a Garchomp to absorb the Zap Cannon as it's immune and kill the Sandy Shocks.",rahhla_coarster
Primarina,Iron Bundle,"The best move to use is Moonblast + Moonblast. It kills, so no worries. If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Iron Valiant,"The best move to use is Moonblast. It OHKOs, so no worries! If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Annihilape,"The best move to use is Moonblast + Aqua Jet. Annihilape tanks if careful and non-Modest Mint Primarina. Always loses to Modest Primarina no matter what. If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Primarina,Iron Jugulis,"The best move to use is Moonblast. It OHKOs, so no worries! If there is a Metagross in the back, the opponent might switch into it, so you better have something like a Dragapult/Garchomp/Golisopod to switch into to kill that Metal.",rahhla_coarster
Garchomp,Golisopod,"The best move to use is two dragon rush. Recommended to switch into a Dragonite/Primarina to save Garchomp as Garchomp dies. Sometimes, if the opponent is Ada and you aren't impish, you only get 1 dragon rush (case if he gets razor drop).",rahhla_coarster
Garchomp,Metagross,"The best move would be two Bulldoze. If the opponent is impish, do Bulldoze + Dig. Bulldoze just because in case he switches in something, we can debuff its speed.",rahhla_coarster
Garchomp,Primarina,"The best move is Dig. You lose to any Prima. But if you are careful Garch and the opponent does Moonblast (not Modest Primarina), you can tank with good bulk and kill it via Dig 2KO (if it's not bold). If it's bold/modest, you lose irrespective of Garchomp mint. You can also switch in something like Metagross if you want to save Garchomp.",rahhla_coarster
Garchomp,Garchomp,"The best move is Dragon Rush. If both Garchomp is Jolly, Prio wins via Bulldoze + Dragon Rush. If you are Adamant and the opponent isn't impish, you win via Dragon Rush OHKO. If you are Adamant and the opponent is impish and you have Prio, you win via Bulldoze + Dragon Rush. If both are Adamant mint, Prio wins.",rahhla_coarster
Garchomp,Dragapult,"The best move to use is Dragon Rush. It kills, so no worries. But Garch will be left at low HP! Beware; the opponent can switch in a Primarina/Grimmsnarl if he has one in the back. So you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Dragonite,"The best move is Dragon Rush. If the opponent is impish and has decent bulk and you are Jolly, the opponent tanks and kills. If you are adamant 27 or more attack, you win regardless of mints/bulk/stats. If you are Jolly and the opponent is not impish, you win via OHKO with good attack. Beware; the opponent can switch in a Primarina/Grimmsnarl if he has one in the back. So you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Braviary,"The best move is two dragon rush. Good bulk Braviary tanks Jolly Garchomp on non-impish and also on impish. Good bulk Braviary also tanks Adamant Garchomp on impish mint. Dies to Ada Garch if non-impish mint. Braviary would be left with low HP, so something like a Primarina/Golisopod/Dragonite/Dragapult/Metagross can cover up the damage. Beware; the opponent can switch in a Primarina/Grimmsnarl if he has one in the back. So you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Kommo-o,"The best move would be Dragon Rush. If it's good bulk Kommo-o, it tanks Ada Garchomp. It tanks Jolly Garchomp with just decent bulk. You can tank Outrage if the opponent isn't adamant mint, so you can Dragon Rush + Dragon Rush, or just kill the Kommo-o with a prio move user/something faster in the back as Kommo-o will have lost HP. Beware; the opponent can switch in a Primarina/Grimmsnarl if he has one in the back. So you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Grimmsnarl,"The best move would be Dig. It doesn't kill, but a Pokemon like Golisopod/Metagross mid can cover up the damage. Metagross takes some good damage if non-prio, so recommended to switch into something like Goli/Braviary on turn 1 to kill it and save Garchomp for the rest of the matchup. If you want to go straight, and you don't have prio and your middle Pokemon is something like Primarina/Bewear, you can use Bulldoze to make it slower. You, however, take a Sucker Punch damage.",rahhla_coarster
Garchomp,Salamence,"The best move would be Dragon Rush. If Adamant Salamence, you win no matter what with max speed. If you are Jolly Garchomp, you win no matter what with max speed. If you are adamant and the opponent is Jolly Salamence, you lose. Beware; the opponent can switch in a Primarina/Grimmsnarl if he has one in the back. So you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Arcanine,"The best move would be Bulldoze + Dig. It kills, so no worries!",rahhla_coarster
Garchomp,Sneasler,"The best move would be Dig. Opponent can switch, so you can also use Bulldoze to kill Sneasler/cover up the damage.",rahhla_coarster
Garchomp,Kangaskhan,"The best move would be two Dragon Rush. It kills, so no worries! Considering you are max speed. Kangaskhan outspeeds any 28 speed IV - Garchomp and 29-speed IV Garchomp on Prio. Beware; the opponent can switch in a Primarina/Grimmsnarl if he has one in the back. So you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Feraligatr,"The best move would be two Dragon Rush. It dies, but Feraligatr is left at low HP. If your Pokemon in the back is slower, it's recommended to use Bulldoze + dragon rush so that Pokemon in the back can outspeed unless extremely slow things. Beware; the opponent can switch in a Primarina/Grimmsnarl if he has one in the back. So you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Mamoswine,"The best move would be Dragon Rush. You get OHKO'd by Ice Fang. If the Pokemon in the back is slower, use Bulldoze (if it's like Primarina/Metagross/Bewear). You can also switch in a Pokemon like Golisopod or do the 50/50 of switching in a Primarina/Metagross (if he does Earthquake, you die).",rahhla_coarster
Garchomp,Pyroar,"The best move would be Dig. It OKOs, so no worries! If you suspect the opponent will switch, use two Bulldoze. Same result anyway.",rahhla_coarster
Garchomp,Delphox,"The best move would be Dig. It OKOs, so no worries! If you suspect the opponent will switch, use two Bulldoze. Same result anyway.",rahhla_coarster
Garchomp,Haxorus,"The best move would be Dragon Rush. It OKOs as long as you are Jolly mint. You win no matter what if Ada Haxorus, and also when you are Jolly Garchomp. If Jolly Haxorus and Ada Garchomp, Haxorus wins. Beware; the opponent can switch in a Primarina/Grimmsnarl if he has one in the back. So you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Spiritomb,"The best move would be dragon rush + dragon rush. It kills, so no worries!",rahhla_coarster
Garchomp,Darmanitan,"The best move would be Dig. If you are Jolly mint, Dig OHKOs without taking damage. If you are Adamant mint, use Bulldoze + Dig to kill. If you are Adamant and the opponent is Adamant, you win by Dig OHKO without taking damage.",rahhla_coarster
Garchomp,Falinks,The best move would be Dragon Rush spam. You lose anyway as 1 No Retreat + 2 Close Combat kills. You can choose to switch in something like an Unfezant/Braviary/Primarina to kill Falinks and save Garchomp.,rahhla_coarster
Garchomp,Bewear,"The best move would be two Dragon Rush. You lose anyway as two Superpower kills. If you have Prio and have a Timid Primarina in the back, you can kill Bewear with Moonblast and save Primarina. If you don't have Prio, you can just use Bulldoze, and then Primarina OHKOs.",rahhla_coarster
Garchomp,Galarian Darmanitan,"The best move to use is Dragon Rush. If your middle Pokemon is slower, use Bulldoze. You always lose to Galarian Darmanitan in 1v1. Mints decide if you give damage and die or die straight. If you are Jolly, you get damage always. If he is Adamant Gdar, you get damage always. If you are Adamant and the opponent is Jolly, you lose via OHKO without giving damage. You can choose to switch in something like a Metagross/Golisopod to save Garchomp.",rahhla_coarster
Garchomp,Drednaw,"The best move to use is Bulldoze + Dig. It kills, so no worries!",rahhla_coarster
Garchomp,Staraptor,"The best move is two Dragon Rush if you are faster. If you aren't faster and your Pokémon in the back is slower, use Bulldoze + Dragon Rush to kill with the Pokémon in the back. You always win if Jolly Garchomp. You always win if Ada Staraptor (considering you are max speed). You lose if you are adamant, and the opponent is Jolly. Beware, the opponent can switch in a Primarina/Grimmsnarl if he has one in the back, so you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Sirfetch'd,"The best move to use is Dragon Rush if the middle Pokémon is faster. If it's not, use Bulldoze for speed control. Adamant Sirfetch'd kills always. You can tank Jolly Sirfetch'd via Impish Mint. Jolly Sirfetch'd kills non-Impish Garchomps. Beware, the opponent can switch in a Primarina/Grimmsnarl if he has one in the back, so you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Porygon-Z,"The best move would be two Dragon Rush. Beware, the opponent can switch in a Primarina/Grimmsnarl if he has one in the back, so you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Archeops,"The best move would be Bulldoze + dragon rush. You can win if the opponent is adamant and you are Jolly. If the opponent is Jolly too and you have a Pokémon slower than Archeops in the back, it's suggested to use Bulldoze for speed control and then dragon rush. If you have a Pokémon like Primarina, use two Bulldoze to outspeed Archeops.",rahhla_coarster
Garchomp,Cryogonal,"The best move would be dragon rush. You always lose to Cryogonal. If the opponent is modest and you are Jolly, you get a dragon rush on the Cryogonal. If the opponent is timid, you lose no matter what. You can choose to switch in a Golisopod/Metagross if you feel you need to save Garchomp for the rest of the matchup.",rahhla_coarster
Garchomp,Tyrantrum,"The best move would be two dragon rush. Or Bulldoze + Dig if you fear switching. It kills, so no worries!",rahhla_coarster
Garchomp,Rhyperior,"The best move would be two Dig. It kills, so no worries!",rahhla_coarster
Garchomp,Rillaboom,"The best move would be Bulldoze if your middle Pokémon is slower than Rillaboom. If it's faster, go straight and spam dragon rush. Usually, they will spam Noble Roar, and there will be a Falinks in the back, and it will spam No Retreat, so don't give it a chance to do so and switch into a Primarina/Braviary on turn 1 if you got one.",rahhla_coarster
Garchomp,Ursaluna,"The best move would be two dragon rush. Ursaluna tanks and 2KOs Garchomp. So you can choose to switch in a Metagross/Goli to do damage and kill it with Garchomp if you want to save Garchomp, or you can go straight and kill Ursaluna with something faster.",rahhla_coarster
Garchomp,Tauros,"The best move to use is Bulldoze + dragon rush. It leaves Tauros at low HP, so you can kill it with a Dragonite/Golisopod mid or something faster than Tauros like Sneasler/Dragapult. If your middle Pokémon is slow, even after 1 Bulldoze, use two Bulldoze, and the middle Pokémon can kill. If you are Jolly Garchomp and the opponent is Adamant, you win via Dragon Rush 2KO. Beware, the opponent can switch in a Primarina/Grimmsnarl if he has one in the back, so you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary. If you are Adamant, then you lose regardless of mints. If Tauros is Jolly, you lose.",rahhla_coarster
Garchomp,Baxcalibur,"The best move is Dragon Rush. It leaves Baxcalibur at low HP, so you can cover up the damage with an Iron Valiant mid/Golisopod mid/Metagross mid/Dragonite mid. You get a dragon rush regardless of mints. Only 30 HP 31 def Baxcalibur can tank max attack Ada Garchomp dragon rush. Beware, the opponent can switch in a Primarina/Grimmsnarl if he has one in the back, so you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Scream Tail,"The best move is Bulldoze + Dig spam. If your middle Pokémon is low speed, use two Bulldoze, then use Dig spam. They will Noble Roar spam, and there will likely be a Falinks in the back, so you switch in turn 1 into a Primarina/Braviary to kill it before it gets overpowered by No Retreat spam.",rahhla_coarster
Garchomp,Gholdengo,"The best move to use is two Dig. If you suspect a switch, you can just use two Bulldoze. Same outcome anyway.",rahhla_coarster
Garchomp,Dondozo,"The best move to use is Dragon Rush spam. It kills before Dondozo kills, so no worries! The opponent is likely to Noble Roar spam and have something like Falinks in the back. So you have to switch in the first turn into something like Primarina/Braviary if you have it to kill Falinks before it gets overpowered.",rahhla_coarster
Garchomp,Iron Treads,"The best move to use is Bulldoze + Dig. You kill Iron Treads irrespective of mints, so no worries!",rahhla_coarster
Garchomp,Iron Thorns,"The best move to use is Dig. It OKOs, so no worries! If the opponent is not Impish Mint, then Bulldoze kills. In case you think he might come in with another Pokémon, you can debuff its speed with Bulldoze!",rahhla_coarster
Garchomp,Sandy Shocks,"The best move would be Bulldoze + Dig. It kills, so no worries! Mints decide how much damage you take. If you are Jolly, you only take one Earth Power/Bulldoze damage. If you are Adamant, you take a Bulldoze + Earth Power damage. You win no matter what in 1v1.",rahhla_coarster
Garchomp,Iron Bundle,"The best move would be to switch into something like Primarina/Goli, and Iron Bundle OHKOs Garchomp without giving it a chance to attack.",rahhla_coarster
Garchomp,Iron Valiant,"The best move would be Dig if you want maximum damage. The best move would be Bulldoze if you want speed control. It dies to Moonblast + Shadow Sneak from Naive/Timid/Modest/Rash Iron Valiant. So you can do the 50/50 of close combat/moonblast and switch in a Metagross/Iron Bundle if you have one, as Iron Bundle OHKOs Naive/Rash Iron Valiant. Metagross also OHKOs Iron Valiant. Or you can decide to go straight by Bulldozing and using something faster than Iron Valiant like Iron Treads/Sandy Shocks and cover up the damage.",rahhla_coarster
Garchomp,Annihilape,"The best move would be two dragon rush. If you are Jolly Garchomp and the opponent is anything other than + defense mint, you win via Dragon Rush 2KO. If you are Adamant, you win no matter what. If you are Jolly, and the opponent is Impish, it wins via Close Combat + Outrage. Beware, the opponent can switch in a Primarina/Grimmsnarl if he has one in the back, so you can counter it by switching in something like a Metagross if Grimmsnarl switches in a Braviary.",rahhla_coarster
Garchomp,Iron Jugulis,"The best move would be Bulldoze + Dragon Rush. Garchomp gets 2KOd by Timid Iron Jugulis, so you can switch in a Pokémon like Primarina/Grimmsnarl to save Garchomp from damage and kill Iron Jugulis.",rahhla_coarster
Dragapult,Golisopod,,shield311
Dragapult,Metagross,,shield311
Dragapult,Primarina,,shield311
Dragapult,Garchomp,,shield311
Dragapult,Dragapult,,shield311
Dragapult,Dragonite,,shield311
Dragapult,Braviary,,shield311
Dragapult,Kommo-o,,shield311
Dragapult,Grimmsnarl,,shield311
Dragapult,Salamence,,shield311
Dragapult,Arcanine,,shield311
Dragapult,Sneasler,,shield311
Dragapult,Kangaskhan,,shield311
Dragapult,Feraligatr,,shield311
Dragapult,Mamoswine,,shield311
Dragapult,Pyroar,,shield311
Dragapult,Delphox,,shield311
Dragapult,Haxorus,,shield311
Dragapult,Spiritomb,,shield311
Dragapult,Darmanitan,,shield311
Dragapult,Falinks,,shield311
Dragapult,Bewear,,shield311
Dragapult,Galarian Darmanitan,,shield311
Dragapult,Drednaw,,shield311
Dragapult,Staraptor,,shield311
Dragapult,Sirfetch'd,,shield311
Dragapult,Porygon-Z,,shield311
Dragapult,Archeops,,shield311
Dragapult,Cryogonal,,shield311
Dragapult,Tyrantrum,,shield311
Dragapult,Rhyperior,,shield311
Dragapult,Rillaboom,,shield311
Dragapult,Ursaluna,,shield311
Dragapult,Tauros,,shield311
Dragapult,Baxcalibur,,shield311
Dragapult,Scream Tail,,shield311
Dragapult,Gholdengo,,shield311
Dragapult,Dondozo,,shield311
Dragapult,Iron Treads,,shield311
Dragapult,Iron Thorns,,shield311
Dragapult,Sandy Shocks,,shield311
Dragapult,Iron Bundle,,shield311
Dragapult,Iron Valiant,,shield311
Dragapult,Annihilape,,shield311
Dragapult,Iron Jugulis,,shield311
Dragonite,Golisopod,"The best move would be double Outrage + Extreme Speed. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross (if he has one) to save Goli, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Metagross,"The best move would be double Fire Punch + Extreme Speed. It leaves Meta at low HP, so you can kill it with any Prio move like Aqua Jet/Sucker Punch/First Impression. Opponent can switch in a Grimmsnarl if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Primarina,"The best move would be Thunder Punch + Extreme Speed. You win no matter what if you are Ada and can tank Modest Prima. If you aren't Ada, you win against every Prima except Bold Primarina. It leaves Prima at low HP, so you can kill it with a Prio move like Bullet Punch/First Impression if the Pokemon in the back has it. Otherwise, you can switch in a Metagross to save Dragonite without taking much damage.",rahhla_coarster
Dragonite,Garchomp,"The best move would be Outrage if you are Impish and know he isn't Adamant. You win as long as you are Impish with the stats needed to tank Jolly Chomp. You lose no matter what to 27+ Atk Ada Chomp. 31 HP 31 defense Dragonite on Impish Mint can tank 26 Atk Adamant Chomp. Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Dragapult,"The best move would be Outrage. You win no matter what if Impish and meet stat requirement to tank Ada Dragapult. If you aren't Impish, you tank Jolly Dragapult but can't tank Ada Dragapult and hence get OKOed.",rahhla_coarster
Dragonite,Dragonite,"The best move would be Outrage. The faster Pokemon wins. If both Jolly Mint, then Prio wins. If one Jolly Mint and one Adamant Mint, then Jolly Mint wins. If both Ada/any non-speed Mint, Prio wins. Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Braviary,"The best move would be Outrage + Outrage. If you are slow, do Outrage + Extreme Speed and cover up the damage with something faster than Braviary. The faster Pokemon wins. If both Jolly Mint, then Prio wins. If one Jolly Mint and one Adamant Mint, then Jolly Mint wins. If both Ada/any non-speed Mint, Prio wins.",rahhla_coarster
Dragonite,Kommo-o,"The best move would be Outrage. If you are Impish and the opponent isn't Adamant, you tank Outrage and kill Kommo-o. If you are Jolly and the opponent is Ada, you win. If you are Impish and the opponent is Adamant, you lose. If you aren't 30 or 31 Atk, then Impish Kommo-o tanks Impish Dragonite. Jolly Kommo-o kills every Dragonite except Impish.",rahhla_coarster
Dragonite,Grimmsnarl,"The best move would be Fire Punch (for burn try) + Extreme Speed. Grimmsnarl 2KOs, so you can't win. You can switch in a Goli/Metagross to save Dragonite for the rest of the matchup.",rahhla_coarster
Dragonite,Salamence,"The best move would be to do the 50/50 of switching into a Metagross/Primarina (he can fly/flamethrower). As you only get an Extreme Speed on the Salamence. If you have a Jolly Garchomp or any Dragapult in the back, you can cover up the damage by using Dragon Rush.",rahhla_coarster
Dragonite,Arcanine,The best move would be Outrage + Extreme Speed. You kill with good Atk every Arcanine except Impish Arcanine. You need Adamant Mint to kill Impish Arcanine. You always lose to Impish Arcanine except when you are Adamant Mint. Arcanine always loses unless Impish Mint (loses if Dragonite is Adamant too).,rahhla_coarster
Dragonite,Sneasler,"The best move would be Outrage + Extreme Speed. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Kangaskhan,The best move would be Outrage + Extreme Speed. Kangaskhan always kills Dragonite unless Adamant Mint. Impish Kangaskhan can tank Adamant Dragonite. Jolly Dragonite can kill any non-Jolly Kangaskhan. Adamant Dragonite always wins unless Kangaskhan is Impish.,rahhla_coarster
Dragonite,Feraligatr,"The best move would be Outrage + Outrage. It kills as long as Feraligatr isn't Impish. If Impish Feraligatr, it tanks unless Ada Dragonite. If Jolly Feraligatr, it kills every Dragonite except Jolly Dragonite. Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Mamoswine,"The best move would be Outrage. If both Mamoswine and Dragonite are speed Mint or non-speed Mint, Prio wins. If one speed Mint and another one non-speed Mint, speed Mint wins. Usually, Mamoswines are Jolly, so suggested to switch into a Golisopod or do the 50/50 of switching in Metagross (he can Earthquake/Ice Fang).",rahhla_coarster
Dragonite,Pyroar,"The best move would be Outrage + Extreme Speed. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Delphox,"The best move would be Outrage + Extreme Speed. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Haxorus,"The best move would be to switch into something like a Metagross (5050 of Crunch/Outrage), Primarina (5050 of Giga Impact/Outrage), Grimmsnarl (5050 of Giga Impact/Outrage). If you want to stay in, you can and cover up the with a Dragapult/Jolly Garchomp mid. As they OHKO it.",rahhla_coarster
Dragonite,Spiritomb,"The best move would be double Outrage. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Darmanitan,"The best move would be Double Outrage. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Falinks,"The best move would be Outrage spam. It kills even if he does No Retreat spam, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Bewear,"The best move would be Outrage spam. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Galarian Darmanitan,"The best move would be to switch into a Golisopod/Metagross/Sneasler. You can also do Extreme Speed and kill the Galarian Darmanitan with something faster like Jolly Garchomp Drush/Adamant Pult Drush as Gdarm has very low bulk, and Extreme Speed does a lot of damage.",rahhla_coarster
Dragonite,Drednaw,"The best move would be Outrage. Drednaw OHKOs by Head Smash, so you can choose to switch in a Metagross if you want to save Dragonite.",rahhla_coarster
Dragonite,Staraptor,"The best move would be Outrage + Extreme Speed. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Sirfetch'd,"The best move would be Outrage + Extreme Speed. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Porygon-Z,"The best move would be Outrage + Extreme Speed. It kills, so no worries! Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Archeops,"The best move would be Outrage + Extreme Speed. It kills no matter what as Dragonite tanks Rock Slide. Opponent can switch in a Grimmsnarl/Metagross if he has one, so beware of it and switch in a Goli to kill those Pokemon.",rahhla_coarster
Dragonite,Cryogonal,"The best move would be to switch into a Metagross/Golisopod as Cryogonal OHKOs Dragonite taking only Extreme Speed damage. Cryogonal has low bulk, so you can choose to go straight if you have something that outspeeds Cryogonal after getting Extreme Speed damage like Sneasler/Dragapult.",rahhla_coarster
